case_id,source_file,processed_ts,dr_no,date_of_occurrence,aircraft,trade,system,main_assembly,nomenclature,mod_status,part_no,serial_no,date_of_installation,date_of_removal,manufacturer,manufacture_date,warranty,amc_repair_contract,life_hours,life_cycles,defect_category,defect_observed,root_cause,findings,corrective_action,preventive_action,remarks_investigation,remarks_design,remarks_quality,remarks_user,remarks_ordaqa,remarks_cemilac,date_component_received,approval_design_name,approval_design_date,approval_quality_name,approval_quality_date,approval_user_name,approval_user_date,approval_ordaqa_name,approval_ordaqa_date,approval_cemilac_name,approval_cemilac_date,root_cause_clean,root_cause_cluster,defect_len,risk_label,risk_score,risk_level
DR_2024_0397,FORM44_Synthetic_397.pdf,2025-12-12T16:55:21.797007,DR/2024/0397,10/05/2024,Vulture Heavy - AC-3930-105 at Base Charlie,Propulsion,Compressor Section,Station-3 Port,Compressor Section Assembly Unit,MOD-A,PR-3107-U8,SN-6133-607,20/11/2022,11/05/2024,Nexus Avionics Manufacturing,June 2017,Yes,No,831,988,Critical,Oil consumption rate increase. Anomaly detected during routine inspection.,Manufacturing defect in material composition leading to premature failure,Detailed investigation conducted on the defective Compressor Section component. Inspection revealed damage to critical components.,Conduct non-destructive testing to verify structural integrity,Reduce inspection interval for affected component type,Thorough investigation completed. Preventive actions recommended.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 05/06/2024 Authorized Signatory of Design: Dr. S.M. Kulkarni,Dept. Quality assurance review completed. Recommend enhanced incoming inspection criteria for this component type. Date: 07/06/2024 Signature: Wg Cdr M.S. Reddy,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 10/06/2024 Signature: Wg Cdr M.S. Reddy,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 10/06/2024 Signature: Eng. K.N. Iyer,/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 15/06/2024 Signature: Dr. A.K. Sharma,14/05/2024,Dr. S.M. Kulkarni,2024-06-05,Wg Cdr M.S. Reddy,2024-06-07,Wg Cdr M.S. Reddy,2024-06-10,Eng. K.N. Iyer,2024-06-10,Dr. A.K. Sharma,2024-06-15,Manufacturing defect in material composition leading to premature failure,4,74,1,0.35486602445635,Low
DR_2024_0404,FORM44_Synthetic_404.pdf,2025-12-12T16:55:22.591422,DR/2024/0404,01/08/2024,Atlas Cargo - AC-7097-467 at Training Center Beta,Electrical,Power Distribution,Nose Section,Power Distribution Assembly Unit,MOD-C,EL-9379-O5,SN-2091-259,09/11/2023,05/08/2024,Alpha Aviation Corp,July 2018,Yes,No,1605,559,Mission Critical,Generator output instability. Issue identified during pre-flight checks.,Component fatigue due to operational stress cycles exceeding design limits,Detailed investigation conducted on the defective Power Distribution component. Inspection revealed damage to critical components.,Repair damaged area using approved repair scheme,Establish periodic calibration schedule,Comprehensive analysis performed. Root cause identified and verified.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 24/08/2024 Authorized Signatory of Design: Gp Capt N.R. Kumar,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 26/08/2024 Signature: Air Cmde S.B. Rao,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 28/08/2024 Signature: Dr. S.M. Kulkarni,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 31/08/2024 Signature: Eng. R.P. Singh,/ RCMA (Design Aspects) Certification review completed. Proposed modifications do not affect type design approval. Acceptable. Date: 02/09/2024 Signature: Eng. T.R. Menon,07/08/2024,Gp Capt N.R. Kumar,2024-08-24,Air Cmde S.B. Rao,2024-08-26,Dr. S.M. Kulkarni,2024-08-28,Eng. R.P. Singh,2024-08-31,Eng. T.R. Menon,2024-09-02,Component fatigue due to operational stress cycles exceeding design limits,5,72,1,0.29937115295393135,Low
DR_2024_0409,FORM44_Synthetic_409.pdf,2025-12-12T16:55:23.238121,DR/2024/0409,11/03/2023,Medusa Strike - AC-5218-451 at Regional Depot-C,Mechanical,Landing Gear,Station-4 Starboard,Landing Gear Assembly Unit,MOD-C,MC-7242-X2,SN-7510-881,05/03/2022,12/03/2023,Guardian Defense Industries,February 2020,No,No,4538,1588,Minor,Door latch mechanism failure to engage. Malfunction reported by flight crew.,Inadequate maintenance procedure resulting in improper installation,Detailed investigation conducted on the defective Landing Gear component. Functional testing confirmed the reported anomaly.,Adjust calibration settings to manufacturer specifications,Issue technical bulletin to all operators,Investigation completed as per established procedures. All findings documented.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 02/04/2023 Authorized Signatory of Design: Dr. P.L. Mehta,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 04/04/2023 Signature: Gp Capt N.R. Kumar,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 03/04/2023 Signature: Eng. R.P. Singh,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 07/04/2023 Signature: Wg Cdr M.S. Reddy,/ RCMA (Design Aspects) Certification review completed. Proposed modifications do not affect type design approval. Acceptable. Date: 09/04/2023 Signature: Dr. A.K. Sharma,14/03/2023,Dr. P.L. Mehta,2023-04-02,Gp Capt N.R. Kumar,2023-04-04,Eng. R.P. Singh,2023-04-03,Wg Cdr M.S. Reddy,2023-04-07,Dr. A.K. Sharma,2023-04-09,Inadequate maintenance procedure resulting in improper installation,1,76,0,0.43639473387477007,Medium
DR_2024_0410,FORM44_Synthetic_410.pdf,2025-12-12T16:55:23.336658,DR/2024/0410,16/10/2024,Chimera Multi - AC-4119-257 at Forward Operating Base-1,Propulsion,Exhaust System,Wing Root Port,Exhaust System Assembly Unit,Upgraded,PR-7072-Q4,SN-4532-843,17/02/2020,21/10/2024,Summit Defense Solutions,November 2020,No,Yes,481,1545,Critical,Exhaust gas temperature margin reduction. Defect found during scheduled maintenance.,Thermal cycling induced solder joint failure in electronic assembly,Detailed investigation conducted on the defective Exhaust System component. Functional testing confirmed the reported anomaly.,Adjust calibration settings to manufacturer specifications,Modify design to incorporate additional safety margin,Complete defect analysis performed. Lessons learned documented.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 12/11/2024 Authorized Signatory of Design: Gp Capt V.S. Pillai,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 15/11/2024 Signature: Sqn Ldr H.S. Bhatia,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 16/11/2024 Signature: Eng. K.N. Iyer,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 19/11/2024 Signature: Air Cmde S.B. Rao",/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 21/11/2024 Signature: Sqn Ldr H.S. Bhatia,22/10/2024,Gp Capt V.S. Pillai,2024-11-12,Sqn Ldr H.S. Bhatia,2024-11-15,Eng. K.N. Iyer,2024-11-16,Air Cmde S.B. Rao,2024-11-19,Sqn Ldr H.S. Bhatia,2024-11-21,Thermal cycling induced solder joint failure in electronic assembly,4,84,1,0.2614738117965741,Low
DR_2024_0414,FORM44_Synthetic_414.pdf,2025-12-12T16:55:23.761765,DR/2024/0414,04/08/2023,Condor Tactical - AC-7242-751 at Zone-3 Facility,Armament,Ammunition Feed,Station-3 Starboard,Ammunition Feed Assembly Unit,Modified,AR-9282-R1,SN-5301-635,28/03/2020,08/08/2023,Nexus Avionics Manufacturing,July 2016,Yes,No,2695,560,Critical,Targeting pod stabilization failure. Abnormality observed during system test.,Thermal cycling induced solder joint failure in electronic assembly,Detailed investigation conducted on the defective Ammunition Feed component. Testing confirmed performance below acceptable limits.,Implement enhanced testing protocol before component installation,Implement condition-based monitoring system,Investigation completed as per established procedures. All findings documented.,Technical evaluation completed. Proposed preventive measures are appropriate and align with design intent. Date: 07/09/2023 Authorized Signatory of Design: Sqn Ldr A.R. Desai,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 09/09/2023 Signature: Air Cmde S.B. Rao,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 10/09/2023 Signature: Dr. P.L. Mehta,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 14/09/2023 Signature: Dr. A.K. Sharma,/ RCMA (Design Aspects) Design authority review completed. Recommend continued airworthiness monitoring of affected component type. Date: 17/09/2023 Signature: Dr. P.L. Mehta,10/08/2023,Sqn Ldr A.R. Desai,2023-09-07,Air Cmde S.B. Rao,2023-09-09,Dr. P.L. Mehta,2023-09-10,Dr. A.K. Sharma,2023-09-14,Dr. P.L. Mehta,2023-09-17,Thermal cycling induced solder joint failure in electronic assembly,4,77,1,0.2549620765703348,Low
DR_2024_0418,FORM44_Synthetic_418.pdf,2025-12-12T16:55:24.209283,DR/2024/0418,24/05/2024,Stormbird Attack - AC-6972-531 at Sector South Station,Propulsion,Exhaust System,Tail Section,Exhaust System Assembly Unit,Upgraded,PR-8111-N3,SN-7441-770,01/06/2020,27/05/2024,Delta Defense Systems,August 2017,No,No,2627,287,Minor,Engine vibration level increase. Anomaly detected during routine inspection.,Component fatigue due to operational stress cycles exceeding design limits,Detailed investigation conducted on the defective Exhaust System component. Inspection revealed damage to critical components.,Update software to latest certified version with bug fixes,Modify design to incorporate additional safety margin,Investigation completed as per established procedures. All findings documented.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 08/06/2024 Authorized Signatory of Design: Wg Cdr B.P. Gupta,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 10/06/2024 Signature: Dr. A.K. Sharma,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 09/06/2024 Signature: Dr. P.L. Mehta,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 15/06/2024 Signature: Eng. K.N. Iyer,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 14/06/2024 Signature: Eng. K.N. Iyer,29/05/2024,Wg Cdr B.P. Gupta,2024-06-08,Dr. A.K. Sharma,2024-06-10,Dr. P.L. Mehta,2024-06-09,Eng. K.N. Iyer,2024-06-15,Eng. K.N. Iyer,2024-06-14,Component fatigue due to operational stress cycles exceeding design limits,5,76,0,0.20711526639044633,Low
DR_2024_0428,FORM44_Synthetic_428.pdf,2025-12-12T16:55:25.379023,DR/2024/0428,13/02/2023,Hydra Advanced - AC-8039-893 at Zone-1 Facility,Electrical,Battery Management,Rack-Alpha,Battery Management Assembly Unit,MOD-B,EL-1657-H5,SN-9190-399,20/10/2020,20/02/2023,Meridian Aviation Industries,March 2016,Yes,Yes,1630,543,Mission Critical,Emergency lighting system failure. Malfunction reported by flight crew.,Vibration induced loosening of mechanical fasteners,Detailed investigation conducted on the defective Battery Management component. Testing confirmed performance below acceptable limits.,Update software to latest certified version with bug fixes,Implement condition-based monitoring system,Complete defect analysis performed. Lessons learned documented.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 13/03/2023 Authorized Signatory of Design: Dr. P.L. Mehta,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 15/03/2023 Signature: Sqn Ldr H.S. Bhatia,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 15/03/2023 Signature: Air Cmde S.B. Rao,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 20/03/2023 Signature: Eng. T.R. Menon,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 19/03/2023 Signature: Sqn Ldr H.S. Bhatia,21/02/2023,Dr. P.L. Mehta,2023-03-13,Sqn Ldr H.S. Bhatia,2023-03-15,Air Cmde S.B. Rao,2023-03-15,Eng. T.R. Menon,2023-03-20,Sqn Ldr H.S. Bhatia,2023-03-19,Vibration induced loosening of mechanical fasteners,3,71,1,0.5257485706912594,Medium
DR_2024_0429,FORM44_Synthetic_429.pdf,2025-12-12T16:55:25.476347,DR/2024/0429,27/11/2024,Nighthawk Stealth - AC-3463-667 at Sector East Station,Mechanical,Flight Control,Fuselage Center,Flight Control Assembly Unit,MOD-C,MC-2553-M2,SN-6049-839,17/07/2021,29/11/2024,Skyward Defense Systems,August 2015,Yes,No,3468,605,Mission Critical,Excessive vibration in control linkage. Malfunction reported by flight crew.,Inadequate maintenance procedure resulting in improper installation,Detailed investigation conducted on the defective Flight Control component. Inspection revealed damage to critical components.,Replace entire assembly due to extent of damage,Issue technical bulletin to all operators,Thorough investigation completed. Preventive actions recommended.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 30/12/2024 Authorized Signatory of Design: Gp Capt V.S. Pillai,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 31/12/2024 Signature: Eng. R.P. Singh,(Project):(if applicable) Operational history analyzed. No abnormal usage patterns identified. Agree with proposed corrective actions. Date: 04/01/2025 Signature: Wg Cdr D.S. Nair,(Quality Aspects) Regulatory quality requirements verified. Proposed actions meet airworthiness standards. Recommend approval. Date: 06/01/2025 Signature: Sqn Ldr H.S. Bhatia,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 09/01/2025 Signature: Eng. R.P. Singh",01/12/2024,Gp Capt V.S. Pillai,2024-12-30,Eng. R.P. Singh,2024-12-31,Wg Cdr D.S. Nair,2025-01-04,Sqn Ldr H.S. Bhatia,2025-01-06,Eng. R.P. Singh,2025-01-09,Inadequate maintenance procedure resulting in improper installation,1,76,1,0.3908032954619679,Low
DR_2024_0432,FORM44_Synthetic_432.pdf,2025-12-12T16:55:25.856790,DR/2024/0432,21/03/2024,Hercules Transport - AC-5594-731 at Regional Depot-A,Mechanical,Door Mechanism,Pylon-D,Door Mechanism Assembly Unit,MOD-A,MC-8607-N9,SN-8944-421,29/11/2023,25/03/2024,Quantum Flight Systems,October 2020,No,No,929,225,Mission Critical,Excessive vibration in control linkage. Defect found during scheduled maintenance.,Design limitation in component load capacity under extreme conditions,Detailed investigation conducted on the defective Door Mechanism component. Physical examination revealed signs of wear and degradation.,Conduct non-destructive testing to verify structural integrity,Establish periodic calibration schedule,Complete defect analysis performed. Lessons learned documented.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 19/04/2024 Authorized Signatory of Design: Sqn Ldr V.K. Patel,Dept. Manufacturing quality documentation reviewed. No deviations noted. Concur with investigation findings. Date: 20/04/2024 Signature: Eng. K.N. Iyer,(Project):(if applicable) Fleet experience reviewed. Similar occurrences noted on other platforms. Support fleet-wide inspection. Date: 24/04/2024 Signature: Air Cmde R.K. Joshi,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 25/04/2024 Signature: Wg Cdr M.S. Reddy,/ RCMA (Design Aspects) Design authority review completed. Recommend continued airworthiness monitoring of affected component type. Date: 29/04/2024 Signature: Sqn Ldr A.R. Desai,27/03/2024,Sqn Ldr V.K. Patel,2024-04-19,Eng. K.N. Iyer,2024-04-20,Air Cmde R.K. Joshi,2024-04-24,Wg Cdr M.S. Reddy,2024-04-25,Sqn Ldr A.R. Desai,2024-04-29,Design limitation in component load capacity under extreme conditions,5,82,1,0.3029767468622319,Low
DR_2024_0433,FORM44_Synthetic_433.pdf,2025-12-12T16:55:25.991417,DR/2024/0433,10/03/2024,Scorpion Assault - AC-6322-613 at Training Center Beta,Hydraulic,Flight Control Hydraulics,Station-4 Port,Flight Control Hydraulics Assembly,MOD-D,HY-3214-N5,SN-8806-896,19/10/2021,16/03/2024,Guardian Defense Industries,November 2015,Yes,No,3304,532,Safety Critical,Hydraulic fluid contamination detected. Abnormality observed during system test.,Contamination ingress through damaged seal assembly,Detailed investigation conducted on the defective Flight Control Hydraulics component. Physical examination revealed signs of wear and degradation.,Conduct non-destructive testing to verify structural integrity,Introduce protective coating to prevent environmental degradation,Investigation completed as per established procedures. All findings documented.,Technical evaluation completed. Proposed preventive measures are appropriate and align with design intent. Date: 13/04/2024 Authorized Signatory of Design: Eng. R.P. Singh,Dept. Manufacturing quality documentation reviewed. No deviations noted. Concur with investigation findings. Date: 15/04/2024 Signature: Wg Cdr M.S. Reddy,(Project):(if applicable) Operational history analyzed. No abnormal usage patterns identified. Agree with proposed corrective actions. Date: 16/04/2024 Signature: Wg Cdr D.S. Nair,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 17/04/2024 Signature: Dr. S.M. Kulkarni",/ RCMA (Design Aspects) Certification review completed. Proposed modifications do not affect type design approval. Acceptable. Date: 20/04/2024 Signature: Gp Capt V.S. Pillai,19/03/2024,Eng. R.P. Singh,2024-04-13,Wg Cdr M.S. Reddy,2024-04-15,Wg Cdr D.S. Nair,2024-04-16,Dr. S.M. Kulkarni,2024-04-17,Gp Capt V.S. Pillai,2024-04-20,Contamination ingress through damaged seal assembly,0,80,0,0.5116874181076728,Medium
DR_2024_0442,FORM44_Synthetic_442.pdf,2025-12-12T16:55:26.966213,DR/2024/0442,01/04/2024,Hydra Advanced - AC-5504-186 at Zone-4 Facility,Hydraulic,Utility Hydraulics,Bay-2,Utility Hydraulics Assembly Unit,MOD-B,HY-1751-G3,SN-3408-550,15/12/2023,06/04/2024,Guardian Defense Industries,September 2016,Yes,No,2390,1733,Major,Pressure accumulator pre-charge loss. Defect found during scheduled maintenance.,Environmental exposure causing accelerated degradation of protective coatings,Detailed investigation conducted on the defective Utility Hydraulics component. Inspection revealed damage to critical components.,Clean and re-lubricate affected assemblies per technical manual,Reduce inspection interval for affected component type,Complete defect analysis performed. Lessons learned documented.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 24/04/2024 Authorized Signatory of Design: Eng. T.R. Menon,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 25/04/2024 Signature: Eng. T.R. Menon,(Project):(if applicable) Fleet experience reviewed. Similar occurrences noted on other platforms. Support fleet-wide inspection. Date: 26/04/2024 Signature: Eng. T.R. Menon,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 30/04/2024 Signature: Dr. P.L. Mehta,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 29/04/2024 Signature: Wg Cdr B.P. Gupta",08/04/2024,Eng. T.R. Menon,2024-04-24,Eng. T.R. Menon,2024-04-25,Eng. T.R. Menon,2024-04-26,Dr. P.L. Mehta,2024-04-30,Wg Cdr B.P. Gupta,2024-04-29,Environmental exposure causing accelerated degradation of protective coatings,2,80,0,0.21932055149258017,Low
DR_2024_0443,FORM44_Synthetic_443.pdf,2025-12-12T16:55:27.111462,DR/2024/0443,26/01/2023,Skyguard MK-7 - AC-4864-859 at Base Charlie,Armament,Targeting System,Wing Root Port,Targeting System Assembly Unit,MOD-B,AR-4776-E1,SN-2560-410,01/10/2023,30/01/2023,Quantum Flight Systems,May 2015,Yes,No,1306,672,Safety Critical,Laser designator power fluctuation. Malfunction reported by flight crew.,Thermal cycling induced solder joint failure in electronic assembly,Detailed investigation conducted on the defective Targeting System component. Testing confirmed performance below acceptable limits.,Replace defective component with serviceable unit from approved stock,Conduct fleet-wide inspection campaign,Investigation completed as per established procedures. All findings documented.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 23/02/2023 Authorized Signatory of Design: Sqn Ldr V.K. Patel,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 26/02/2023 Signature: Eng. T.R. Menon,(Project):(if applicable) Operational history analyzed. No abnormal usage patterns identified. Agree with proposed corrective actions. Date: 24/02/2023 Signature: Sqn Ldr H.S. Bhatia,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 27/02/2023 Signature: Dr. P.L. Mehta,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 05/03/2023 Signature: Eng. T.R. Menon",01/02/2023,Sqn Ldr V.K. Patel,2023-02-23,Eng. T.R. Menon,2023-02-26,Sqn Ldr H.S. Bhatia,2023-02-24,Dr. P.L. Mehta,2023-02-27,Eng. T.R. Menon,2023-03-05,Thermal cycling induced solder joint failure in electronic assembly,4,72,0,0.39698994533722415,Low
DR_2024_0454,FORM44_Synthetic_454.pdf,2025-12-12T16:55:28.350702,DR/2024/0454,10/09/2023,Mantis Recon - AC-3642-912 at Base Delta,Propulsion,Turbine Assembly,Station-3 Starboard,Turbine Assembly Assembly Unit,MOD-C,PR-8800-M9,SN-4397-211,27/10/2022,12/09/2023,Gamma Defense Manufacturing,December 2015,No,Yes,4625,1692,Critical,Turbine blade tip erosion. Malfunction reported by flight crew.,Software algorithm error in control logic implementation,Detailed investigation conducted on the defective Turbine Assembly component. Inspection revealed damage to critical components.,Repair damaged area using approved repair scheme,Reduce inspection interval for affected component type,Thorough investigation completed. Preventive actions recommended.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 06/10/2023 Authorized Signatory of Design: Eng. K.N. Iyer,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 08/10/2023 Signature: Sqn Ldr A.R. Desai,(Project):(if applicable) Fleet experience reviewed. Similar occurrences noted on other platforms. Support fleet-wide inspection. Date: 08/10/2023 Signature: Air Cmde R.K. Joshi,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 09/10/2023 Signature: Sqn Ldr A.R. Desai,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 14/10/2023 Signature: Sqn Ldr H.S. Bhatia,15/09/2023,Eng. K.N. Iyer,2023-10-06,Sqn Ldr A.R. Desai,2023-10-08,Air Cmde R.K. Joshi,2023-10-08,Sqn Ldr A.R. Desai,2023-10-09,Sqn Ldr H.S. Bhatia,2023-10-14,Software algorithm error in control logic implementation,0,63,1,0.47266363170969544,Medium
DR_2024_0459,FORM44_Synthetic_459.pdf,2025-12-12T16:55:28.945815,DR/2024/0459,09/09/2023,Atlas Cargo - AC-4277-578 at Maintenance Hub-X,Electrical,Lighting System,Pylon-A,Lighting System Assembly Unit,Upgraded,EL-9039-R4,SN-4424-101,24/06/2022,15/09/2023,Quantum Flight Systems,February 2020,Yes,Yes,4871,852,Mission Critical,Generator output instability. Malfunction reported by flight crew.,Contamination ingress through damaged seal assembly,Detailed investigation conducted on the defective Lighting System component. Testing confirmed performance below acceptable limits.,Update software to latest certified version with bug fixes,Implement condition-based monitoring system,Investigation completed as per established procedures. All findings documented.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 25/09/2023 Authorized Signatory of Design: Sqn Ldr H.S. Bhatia,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 28/09/2023 Signature: Sqn Ldr V.K. Patel,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 29/09/2023 Signature: Sqn Ldr V.K. Patel,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 28/09/2023 Signature: Sqn Ldr A.R. Desai","/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 04/10/2023 Signature: Sqn Ldr A.R. Desai",18/09/2023,Sqn Ldr H.S. Bhatia,2023-09-25,Sqn Ldr V.K. Patel,2023-09-28,Sqn Ldr V.K. Patel,2023-09-29,Sqn Ldr A.R. Desai,2023-09-28,Sqn Ldr A.R. Desai,2023-10-04,Contamination ingress through damaged seal assembly,0,66,1,0.357565390425201,Low
DR_2024_0470,FORM44_Synthetic_470.pdf,2025-12-12T16:55:30.291180,DR/2024/0470,27/06/2024,Pelican Cargo - AC-1472-776 at Sector East Station,Mechanical,Landing Gear,Station-4 Starboard,Landing Gear Assembly Unit,MOD-B,MC-4816-P2,SN-6671-856,22/09/2023,29/06/2024,Omega Flight Technologies,March 2018,No,No,4755,636,Major,Flap extension asymmetry. Defect found during scheduled maintenance.,Manufacturing defect in material composition leading to premature failure,Detailed investigation conducted on the defective Landing Gear component. Testing confirmed performance below acceptable limits.,Implement enhanced testing protocol before component installation,Update technical documentation with lessons learned,Investigation completed as per established procedures. All findings documented.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 15/07/2024 Authorized Signatory of Design: Sqn Ldr A.R. Desai,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 16/07/2024 Signature: Dr. S.M. Kulkarni,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 17/07/2024 Signature: Air Cmde S.B. Rao,(Quality Aspects) Regulatory quality requirements verified. Proposed actions meet airworthiness standards. Recommend approval. Date: 21/07/2024 Signature: Gp Capt V.S. Pillai,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 20/07/2024 Signature: Sqn Ldr H.S. Bhatia,01/07/2024,Sqn Ldr A.R. Desai,2024-07-15,Dr. S.M. Kulkarni,2024-07-16,Air Cmde S.B. Rao,2024-07-17,Gp Capt V.S. Pillai,2024-07-21,Sqn Ldr H.S. Bhatia,2024-07-20,Manufacturing defect in material composition leading to premature failure,4,68,0,0.3306622265492927,Low
DR_2024_0493,FORM44_Synthetic_493.pdf,2025-12-12T16:55:33.008705,DR/2024/0493,06/08/2023,Dragonfly Scout - AC-9208-745 at Maintenance Hub-X,Pneumatic,Air Conditioning,Pylon-A,Air Conditioning Assembly Unit,Upgraded,PN-3564-L1,SN-4694-602,09/07/2021,11/08/2023,Pinnacle Aerospace,June 2019,No,Yes,3906,1786,Minor,Anti-ice system insufficient heating. Issue identified during pre-flight checks.,Environmental exposure causing accelerated degradation of protective coatings,Detailed investigation conducted on the defective Air Conditioning component. Testing confirmed performance below acceptable limits.,Update software to latest certified version with bug fixes,Conduct fleet-wide inspection campaign,Complete defect analysis performed. Lessons learned documented.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 08/09/2023 Authorized Signatory of Design: Eng. K.N. Iyer,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 10/09/2023 Signature: Wg Cdr D.S. Nair,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 12/09/2023 Signature: Air Cmde R.K. Joshi,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 14/09/2023 Signature: Sqn Ldr H.S. Bhatia,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 16/09/2023 Signature: Sqn Ldr V.K. Patel",12/08/2023,Eng. K.N. Iyer,2023-09-08,Wg Cdr D.S. Nair,2023-09-10,Air Cmde R.K. Joshi,2023-09-12,Sqn Ldr H.S. Bhatia,2023-09-14,Sqn Ldr V.K. Patel,2023-09-16,Environmental exposure causing accelerated degradation of protective coatings,2,80,0,0.2816362912531285,Low
